order_item_id,order_id,product_id,unit_price
5c53cb20-f995-4271-89cc-8c62514f1a00,956f91e9-4784-4c40-b1bd-88a5ea399628,7fea5051-43a2-49b7-8142-c17676a3a71b,297.91
fcbd3fb1-663d-4ed5-b0b3-a6b42339b7bc,f51458f1-9484-445d-aedf-386ce137fcc4,4de22601-fb83-46a5-9c8d-1cb08ee8a8b0,245.31
6cc458e3-9f79-41a8-baba-0ab448b39384,f51458f1-9484-445d-aedf-386ce137fcc4,b5438b10-4d15-40ba-bf40-7ebc29929462,224.85
ad700db7-684a-4e59-aba3-9320922a2573,f51458f1-9484-445d-aedf-386ce137fcc4,030d3cb3-550e-4f7c-91f8-b4ee45d9fc41,326.58
be1effde-8c79-45ec-86bd-400c6cc7aa6e,3ebef2fd-013c-480b-a35d-5fe1311ad313,ea499b3c-8430-4e07-b658-15eefe9a4e58,191.86
64028652-03d3-4304-8d43-4f1351bda460,3ebef2fd-013c-480b-a35d-5fe1311ad313,c35b2ec9-446c-4755-b297-a99746bc6e8e,429.96
94ad0e14-e011-48f4-96d6-e546ec0c5ab6,1e08b93a-034e-43c3-b317-a064b6345118,142c1b09-3cbc-4d8a-97b3-8b4906993424,144.32
2292b491-1dfc-4a1e-a292-91a7ad30b905,1e08b93a-034e-43c3-b317-a064b6345118,3998d931-ddc6-4d85-a749-1be04cb47c41,17.64
fdb9288e-1ccb-4824-baff-d9ba5a083096,adc8739d-fa5d-4866-a60a-b02436f9ee3b,a7180dbf-3234-4ed5-a976-3657dd3dada1,117.69
f8e91b86-c189-48ab-82d7-cfd1d0a3c1a6,a3ae8ea6-9287-4d73-a014-aff8e60c145d,f85c850f-0027-4b6b-a536-87191424fa9d,288.6
7c9b766c-e783-4e0a-bb1d-664f9d4ecf3b,a3ae8ea6-9287-4d73-a014-aff8e60c145d,ab37ba77-9168-4b3c-a772-78a365279faa,181.57
a2c7d2a0-6bc1-4e54-83f9-2d4a292e89db,0e933b64-aca7-4e77-9e81-d5d38910bea9,acebc237-9a34-4ff8-8384-3223440f7b7f,90.38
106d07e6-9089-452f-9935-d77473630af6,37d7a1e1-4b7e-46e6-8e0a-11065c746784,507f2383-aab3-489b-bc8d-7b6583d3f0a7,237.59
c8d3b1ed-9a33-498f-9721-8d5ba161203e,47fcf45c-a4ea-4899-9ef7-1b59c0716ffe,4cb28624-12b6-401b-a7ca-fe9d93ff3e2f,258.11
a3fa77f9-37b5-4c58-8911-ceccc50048aa,69750316-bcf7-4bbc-b1c9-9ce163a75518,d3a4c3a3-776e-4afd-942b-d6b690a5ab82,416.47
3fdae97f-9d44-45cf-8037-e95d23252e6e,5ff1940e-c98c-4a54-8b87-ca2f4a1ec5cb,973c1877-a61f-49a6-b430-47811382fd17,409.47
560e4b13-084f-4527-ab52-a17b0f0ff279,5ff1940e-c98c-4a54-8b87-ca2f4a1ec5cb,d96bcdea-2732-40c9-8581-f513283a76c8,253.27
5a6ddf19-84ad-4073-8a33-aa9ca7bc9bc2,5ff1940e-c98c-4a54-8b87-ca2f4a1ec5cb,e0218e82-d2fa-4023-b5c1-f7bde2be620a,45.46
7849da2d-5f30-4409-ba78-dde82d12ce8f,5ff1940e-c98c-4a54-8b87-ca2f4a1ec5cb,e5902be9-ca2c-42f0-9107-f9438de4100c,427.38
69b38446-43e0-4c5e-9d9b-4367d33388fb,efc2d16a-15bc-49a6-8033-4dbcfd199cca,e7729828-a29c-4f85-8533-ff3d57196e42,365.43
12739974-f76c-4af1-95bb-af138f29c6ba,efc2d16a-15bc-49a6-8033-4dbcfd199cca,e5af56af-2702-4060-b7cc-8f835a99cf05,449.81
fb388fb5-0ccd-4e6a-9b00-724961c58b5c,efc2d16a-15bc-49a6-8033-4dbcfd199cca,4e93d3fc-4b39-474a-9a4e-f024b25167bf,299.4
1b617d12-16ed-4ec0-8871-7c4e22de3c1f,efc2d16a-15bc-49a6-8033-4dbcfd199cca,93f09cee-12b2-4b4b-a4dd-09a76b530fbd,131.66
564016d6-8678-4fc3-b9f1-952c4365bbcb,7b69e407-67a3-4e31-b5ac-6ae4aa4905ec,0428dee3-d273-4fd4-bf39-54cf8f2cf0ac,354.75
f14e4d00-94b1-48a3-85f7-0f9f3b23fca0,c11c749e-c0d1-461f-a4da-21450e3aea3a,f0ebe378-f0c1-48e5-adaa-96e6cd7ce37e,107.38
132ff387-3578-4a53-adff-8e78913119e7,c11c749e-c0d1-461f-a4da-21450e3aea3a,62d89563-13e4-4b1d-a4db-4974cd27d4fa,163.24
3b3f5f30-29c1-4878-9790-113782a180c2,41c42586-0350-49e2-8f08-903eb40f997f,84109f60-1b88-457a-add6-dc91563b5c95,181.66
616d43e0-e656-4bed-a582-e4e54be9a25c,41c42586-0350-49e2-8f08-903eb40f997f,c166c40f-a399-4d82-a90a-53d0d12cc5b9,290.03
f90eb94e-82cf-45d9-a3d9-ef79fa5fa27c,41c42586-0350-49e2-8f08-903eb40f997f,cf29e658-6283-45bb-afd6-e4b0021c844e,55.75
6db89973-32ef-4ecc-b018-8d99b0929b2f,41c42586-0350-49e2-8f08-903eb40f997f,91cf81fd-2870-4b23-bd87-45b23416db44,222.2
fba67d01-2d78-41fa-a471-d1f05a8bf30c,3a696a2b-5ec2-42b1-9e4d-35ed449bab3e,bfbcafd9-745c-4d29-917e-ea2a835c925f,377.48
39223674-9fbb-4602-be78-550b3e72162e,995e5d26-60fa-44ea-a788-d02fbc6c9d0c,fd3bf548-f64f-47f8-b472-2a340851d532,442.34
84ee3b81-c9f6-43c0-a24b-55483c235d38,995e5d26-60fa-44ea-a788-d02fbc6c9d0c,f38b20df-75c9-4e85-98b3-3829fd3951b4,320.57
57f058c5-1ce5-499d-b784-65d24230a908,995e5d26-60fa-44ea-a788-d02fbc6c9d0c,7f31b2dd-25b2-4e9d-828c-29c00c989cea,400.3
0ef6e923-b9b6-4b11-b4f7-8db210a6d8b1,8d9a5c5a-ae3f-4ead-8f25-5f6b78fb1d44,91ca904a-ce1b-4f79-af91-9246f0e7a9b0,125.13
b913faf1-5162-4a31-987f-4d813ef4264f,8d9a5c5a-ae3f-4ead-8f25-5f6b78fb1d44,974f407b-e7c8-4294-9b99-137f8cd3553c,436.03
c041985f-327c-4b1a-a7c2-7e0997299c1f,8d9a5c5a-ae3f-4ead-8f25-5f6b78fb1d44,8d0766e2-735f-4096-8018-2a9aa48a58ab,315.97
